date,equity
2025-09-26,156536.3
2025-09-30,172184.3
2025-10-01,186854.3
2025-10-02,185876.3
2025-10-03,191744.3
2025-10-07,187343.3
2025-10-08,187832.3
2025-10-09,186365.3
2025-10-13,183920.3
2025-10-14,181475.3
2025-10-15,182942.3
2025-10-16,184409.3
2025-10-17,185387.3
2025-10-20,178052.3
2025-10-21,178541.3
2025-10-22,178541.3
2025-10-23,180986.3
2025-10-27,175607.3
2025-10-28,179519.3
2025-10-29,179519.3
2025-10-30,172184.3
2025-10-31,176096.3
2025-11-03,178052.3
2025-11-04,178052.3
2025-11-05,174140.3
2025-11-06,175607.3
2025-11-07,179030.3
2025-11-10,180497.3
2025-11-11,175118.3
2025-11-12,158003.3
2025-11-13,146756.3
2025-11-14,147734.3
2025-11-17,143822.3
2025-11-18,138932.3
2025-11-19,138460.26
2025-11-20,138880.64
2025-11-21,135090.72
2025-11-24,135036.85
2025-11-25,137420.64
2025-11-26,136674.49
2025-11-27,131157.33
2025-11-28,132660.42
2025-12-01,132882.62
2025-12-02,129105.22
2025-12-03,135549.02
2025-12-04,133327.02
2025-12-05,133327.02
2025-12-08,133327.02
2025-12-09,133327.02
2025-12-10,133327.02
2025-12-11,133771.42
2025-12-12,131993.82
2025-12-15,132216.02
2025-12-16,131993.82
2025-12-17,131993.82
2025-12-18,129327.42
2025-12-19,129330.75
2025-12-22,129443.01
2025-12-23,129279.16
2025-12-24,126493.71
2025-12-26,126493.71
2025-12-29,129279.16
2025-12-30,129115.31
2025-12-31,125182.91
2026-01-02,126002.16
2026-01-05,115024.21
2026-01-06,109944.86
2026-01-07,120922.81
2026-01-08,130753.81
2026-01-09,123544.41
2026-01-12,135833.16
2026-01-13,125674.46
2026-01-14,121414.36
2026-01-15,119775.86
2026-01-16,119284.31
2026-01-19,117481.96
2026-01-20,116007.31
2026-01-21,113058.01
2026-01-22,116498.86
2026-01-23,115679.61
2026-01-26,115351.91
2026-01-27,113221.86
2026-01-28,117973.51
2026-01-29,114696.51
2026-01-30,114696.51
2026-02-02,112894.16
2026-02-03,114696.51
2026-02-04,116007.31
2026-02-05,113713.41
2026-02-06,111583.36
2026-02-09,102243.91
2026-02-10,106012.46
2026-02-11,104537.81
2026-02-23,108142.51
2026-02-24,108797.91
2026-02-25,110436.41
2026-02-26,109781.01
2026-03-02,110600.26
2026-03-03,111255.66
2026-03-04,107814.81
2026-03-05,118465.06
2026-03-06,118792.76
2026-03-09,109944.86
2026-03-10,106831.71
2026-03-11,106995.56
2026-03-12,105848.61
2026-03-13,106176.31
2026-03-16,110764.11
2026-03-17,121742.06
2026-03-18,133866.96
2026-03-19,147138.81
2026-03-20,156642.11
2026-03-23,141076.36
2026-03-24,142719.66
2026-03-25,137729.25
2026-03-26,136833.63
2026-03-27,147166.12
2026-03-30,143481.27
2026-03-31,130290.1
2026-04-01,141350.51
2026-04-02,149442.16
2026-04-07,163628.3
2026-04-08,148743.1
2026-04-09,163563.1
2026-04-10,179903.1
2026-04-13,182563.1
2026-04-14,165843.1
2026-04-15,165843.1
2026-04-16,172303.1
2026-04-17,185603.1
2026-04-20,203843.1
2026-04-21,215243.1
2026-04-22,225503.1
2026-04-23,214483.1
2026-04-24,224363.1
2026-04-27,212963.1
2026-04-28,204983.1
2026-04-29,201563.1
2026-04-30,211443.1
2026-05-04,212583.1
2026-05-05,226263.1
2026-05-06,215243.1
2026-05-07,212963.1
2026-05-08,202323.1
2026-05-11,214483.1
2026-05-12,235763.1
2026-05-13,259323.1
2026-05-14,246783.1
2026-05-15,228163.1
2026-05-18,223983.1
2026-05-19,201943.1
2026-05-20,181803.1
2026-05-21,188263.1
2026-05-22,206883.1
2026-05-25,217143.1
2026-05-26,210683.1
2026-05-27,209923.1
2026-05-28,209163.1
2026-05-29,220183.1
2026-06-01,231963.1
2026-06-02,231963.1
2026-06-03,222083.1
2026-06-04,202323.1
2026-06-05,193203.1
2026-06-08,174203.1
2026-06-09,191303.1
2026-06-10,177243.1
2026-06-11,173443.1
