stock_id,name,type,industry
2457,飛宏,twse,電子零組件業
2458,義隆,twse,半導體業
2459,敦吉,twse,電子工業
2460,建通,twse,電子零組件業
2461,光群雷,twse,電子工業
2462,良得電,twse,電子零組件業
2463,研揚,twse,電腦及週邊設備業
2464,盟立,twse,電子工業
2465,麗臺,twse,電腦及週邊設備業
2466,冠西電,twse,電子工業
2467,志聖,twse,電子零組件業
2468,華經,twse,電子工業
2469,力信,twse,電子零組件業
2471,資通,twse,電子工業
2472,立隆電,twse,電子零組件業
2473,思源,twse,電子工業
2474,可成,twse,電子工業
2475,華映,twse,光電業
2476,鉅祥,twse,電子零組件業
2477,美隆電,twse,其他電子業
2478,大毅,twse,電子零組件業
2479,和立,twse,電子工業
2480,敦陽科,twse,電子工業
2481,強茂,twse,電子工業
2482,連宇,twse,電子工業
2483,百容,twse,電子零組件業
2484,希華,twse,電子零組件業
2485,兆赫,twse,電子工業
2486,一詮,twse,電子工業
2488,漢平,twse,電子工業
2489,瑞軒,twse,電子工業
2491,吉祥全,twse,電子工業
2492,華新科,twse,電子零組件業
2493,揚博,twse,電子零組件業
2494,廣業科,twse,通信網路業
2495,普安,twse,電腦及週邊設備業
2496,卓越,twse,其他
2497,怡利電,twse,汽車工業
2498,宏達電,twse,電子工業
2499,東貝,twse,光電業
2501,國建,twse,建材營造
2504,國產,twse,建材營造
2505,國揚,twse,建材營造
2506,太設,twse,建材營造
2509,全坤建,twse,建材營造
2511,太子,twse,建材營造
2514,龍邦,twse,其他
2515,中工,twse,建材營造
2516,新建,twse,建材營造
2520,冠德,twse,建材營造
2524,京城,twse,建材營造
2526,大陸,twse,建材營造
2527,宏璟,twse,建材營造
2528,皇普,twse,建材營造
2530,華建,twse,建材營造
2534,宏盛,twse,建材營造
2535,達欣工,twse,建材營造
2536,宏普,twse,建材營造
2537,聯上發,twse,建材營造
2538,基泰,twse,建材營造
2539,櫻花建,twse,建材營造
2540,愛山林,twse,建材營造
2542,興富發,twse,建材營造
2543,皇昌,twse,建材營造
2545,皇翔,twse,建材營造
2546,根基,twse,建材營造
2547,日勝生,twse,建材營造
2548,華固,twse,建材營造
2596,綠意,tpex,建材營造
2597,潤弘,twse,建材營造
2601,益航,twse,航運業
2603,長榮,twse,航運業
2605,新興,twse,航運業
2606,裕民,twse,航運業
2607,榮運,twse,航運業
2608,嘉里大榮,twse,航運業
2609,陽明,twse,航運業
2610,華航,twse,航運業
2611,志信,twse,航運業
2612,中航,twse,航運業
2613,中櫃,twse,航運業
2614,東森,twse,其他
2615,萬海,twse,航運業
2616,山隆,twse,油電燃氣業
2617,台航,twse,航運業
2618,長榮航,twse,航運業
2630,亞航,twse,航運業
2633,台灣高鐵,twse,航運業
2634,漢翔,twse,航運業
2636,台驊控股,twse,航運業
2637,慧洋-KY,twse,航運業
2640,大車隊,tpex,數位雲端類
2641,正德,tpex,航運業
2642,宅配通,twse,航運業
2643,捷迅,tpex,航運業
2645,長榮航太,twse,航運業
2646,星宇航空,twse,航運業
2701,萬企,twse,觀光餐旅
2702,華園,twse,觀光餐旅
2704,國賓,twse,觀光餐旅
2705,六福,twse,觀光餐旅
2706,第一店,twse,觀光餐旅
2707,晶華,twse,觀光餐旅
2712,遠雄來,twse,觀光餐旅
2718,全心投控,tpex,建材營造
2719,燦星旅,tpex,觀光餐旅
2722,夏都,twse,觀光餐旅
2723,美食-KY,twse,觀光餐旅
2724,藝舍-KY,tpex,其他
2726,雅茗-KY,tpex,觀光餐旅
2727,王品,twse,觀光餐旅
2729,瓦城,tpex,觀光餐旅
2731,雄獅,twse,觀光餐旅
2732,六角,tpex,觀光餐旅
2734,易飛網,tpex,觀光餐旅
2736,富野,tpex,觀光餐旅
2739,寒舍,twse,觀光餐旅
2740,華軒,tpex,觀光餐旅
2743,山富,tpex,觀光餐旅
2745,五福,tpex,觀光餐旅
2748,雲品,twse,觀光餐旅
2751,王座,tpex,觀光餐旅
2752,豆府,tpex,觀光餐旅
2753,八方雲集,twse,觀光餐旅
2754,亞洲藏壽司,tpex,觀光餐旅
2755,揚秦,tpex,觀光餐旅
2756,聯發國際,tpex,觀光餐旅
2762,世界健身-KY,twse,運動休閒
2801,彰銀,twse,金融保險
2807,竹商銀,twse,金融保險
2809,京城銀,twse,金融保險
2812,台中銀,twse,金融保險
2816,旺旺保,twse,金融保險
2820,華票,twse,金融保險
2823,中壽,twse,金融保險
2827,中聯,twse,金融保險
2831,中華銀,twse,金融保險
2832,台產,twse,金融保險
2833,台壽保,twse,金融保險
2834,臺企銀,twse,金融保險
2836,高雄銀,twse,金融保險
2837,萬泰銀,twse,金融保險
2838,聯邦銀,twse,金融保險
2841,台開,twse,建材營造
2845,遠東銀,twse,金融保險
2847,大眾銀,twse,金融保險
2849,安泰銀,twse,金融保險
2850,新產,twse,金融保險
2851,中再保,twse,金融保險
2852,第一保,twse,金融保險
2854,寶來證,twse,金融保險
2855,統一證,twse,金融保險
2856,元富證,twse,金融保險
2867,三商壽,twse,金融保險
2880,華南金,twse,金融保險
2881,富邦金,twse,金融保險
2882,國泰金,twse,金融保險
2883,凱基金,twse,金融保險
2884,玉山金,twse,金融保險
2885,元大金,twse,金融保險
2886,兆豐金,twse,金融保險
2887,台新新光金,twse,金融保險
2888,新光金,twse,金融保險
2889,國票金,twse,金融保險
2890,永豐金,twse,金融保險
2891,中信金,twse,金融保險
2892,第一金,twse,金融保險
2897,王道銀行,twse,金融保險
2901,欣欣,twse,貿易百貨
2903,遠百,twse,貿易百貨
2904,匯僑,twse,其他
2905,三商,twse,貿易百貨
2906,高林,twse,貿易百貨
2908,特力,twse,貿易百貨
2910,統領,twse,貿易百貨
2911,麗嬰房,twse,貿易百貨
2912,統一超,twse,貿易百貨
2913,農林,twse,貿易百貨
2915,潤泰全,twse,貿易百貨
2916,滿心,tpex,居家生活類
2923,鼎固-KY,twse,建材營造
2924,宏太-KY,tpex,居家生活類
2926,誠品生活,tpex,文化創意業
2928,紅馬-KY,tpex,觀光事業
2929,淘帝-KY,twse,貿易百貨
2936,客思達-KY,twse,貿易百貨
2937,集雅社,tpex,居家生活類
2939,永邑-KY,twse,貿易百貨
2941,米斯特,tpex,居家生活類
2945,三商家購,twse,貿易百貨
2947,振宇五金,tpex,居家生活類
2948,寶陞,tpex,居家生活類
2949,欣新網,tpex,數位雲端類
3002,歐格,twse,電腦及週邊設備業
3003,健和興,twse,電子零組件業
3004,豐達科,twse,鋼鐵工業
3005,神基,twse,電腦及週邊設備業
3006,晶豪科,twse,電子工業
3007,綠點,twse,電子工業
3008,大立光,twse,電子工業
3009,奇美電,twse,電子工業
3010,華立,twse,電子通路業
3011,今皓,twse,電子零組件業
3013,晟銘電,twse,電腦及週邊設備業
3014,聯陽,twse,電子工業
3015,全漢,twse,電子零組件業
3016,嘉晶,twse,電子工業
3017,奇鋐,twse,電腦及週邊設備業
3018,隆銘綠能,twse,電子工業
3019,亞光,twse,電子工業
3020,奇普仕,twse,電子通路業
3021,鴻名,twse,電子零組件業
3022,威強電,twse,電腦及週邊設備業
3023,信邦,twse,電子工業
3024,憶聲,twse,電子工業
3025,星通,twse,電子工業
3026,禾伸堂,twse,電子零組件業
3027,盛達,twse,電子工業
3028,增你強,twse,電子通路業
3029,零壹,twse,電子工業
3030,德律,twse,電子工業
3031,佰鴻,twse,電子工業
3032,偉訓,twse,電子零組件業
3033,威健,twse,電子通路業
3034,聯詠,twse,電子工業
3035,智原,twse,電子工業
3036,文曄,twse,電子通路業
3037,欣興,twse,電子零組件業
3038,全台,twse,電子工業
3040,遠見,twse,其他
3041,揚智,twse,電子工業
3042,晶技,twse,電子零組件業
3043,科風,twse,其他電子業
3044,健鼎,twse,電子零組件業
3045,台灣大,twse,電子工業
3046,建碁,twse,電腦及週邊設備業
3047,訊舟,twse,電子工業
3048,益登,twse,電子工業
3049,精金,twse,電子工業
3050,鈺德,twse,電子工業
3051,力特,twse,光電業
3052,夆典,twse,建材營造
3053,鼎營,twse,電子工業
3054,立萬利,twse,食品工業
3055,蔚華科,twse,電子工業
3056,富華新,twse,建材營造
3057,喬鼎,twse,電腦及週邊設備業
3058,立德,twse,電子零組件業
3059,華晶科,twse,電子工業
3060,銘異,twse,電腦及週邊設備業
3061,璨圓,twse,電子工業
3062,建漢,twse,電子工業
3063,飛信,twse,電子工業
3064,泰偉,tpex,文化創意業
3066,李洲,tpex,光電業
3067,全域,tpex,居家生活類
3071,協禧,tpex,電腦及週邊設備業
3073,天方能源,tpex,綠能環保類
3078,僑威,tpex,電子零組件業
3080,威力盟,twse,電子工業
3081,聯亞,tpex,通信網路業
3083,網龍,tpex,文化創意業
3085,新零售,tpex,數位雲端類
3086,華義*,tpex,文化創意業
3088,艾訊,tpex,電腦及週邊設備業
3089,億杰,tpex,電子零組件業
3090,日電貿,twse,電子零組件業
3092,鴻碩,twse,電子零組件業
3093,港建*,tpex,其他電子類
3094,聯傑,twse,半導體業
3095,及成,tpex,通信網路業
3105,穩懋,tpex,半導體業
3114,好德,tpex,電子零組件業
3115,富榮綱,tpex,電子零組件業
3118,進階,tpex,生技醫療業
3122,笙泉,tpex,半導體業
3128,昇銳,tpex,光電業
3130,一零四,twse,數位雲端
3131,弘塑,tpex,半導體業
3135,凌航,twse,電子工業
3138,耀登,twse,電子工業
3141,晶宏,tpex,半導體業
3142,遠茂,twse,電子工業
3144,新揚科,tpex,電子零組件業
3147,大綜,tpex,資訊服務業
3149,正達,twse,電子工業
3150,鈺寶-創,twse,電子工業
3152,璟德,tpex,通信網路業
3158,嘉實,tpex,資訊服務業
3162,精確,tpex,電機機械
3163,波若威,tpex,通信網路業
3164,景岳,twse,生技醫療業
3167,大量,twse,電機機械
3168,眾福科,twse,光電業
3169,亞信,tpex,半導體業
3171,炎洲流通,tpex,居家生活類
3176,基亞,tpex,生技醫療業
3178,公準,tpex,半導體業
3188,鑫龍騰,tpex,建材營造
3189,景碩,twse,電子工業
3191,雲嘉南,tpex,電子零組件業
3202,樺晟,tpex,電子零組件業
3205,佰研,tpex,生技醫療業
3206,志豐,tpex,電子零組件業
3207,耀勝,tpex,電子零組件業
3209,全科,twse,電子通路業
3211,順達,tpex,電腦及週邊設備業
3213,茂訊,tpex,電腦及週邊設備業
3214,元砷,twse,電子工業
3217,優群,tpex,電子零組件業
3218,大學光,tpex,生技醫療業
3219,倚強科,tpex,其他電子類
3221,台嘉碩,tpex,通信網路業
3224,三顧,tpex,電子通路業
3226,龍鋒,tpex,電機機械
3227,原相,tpex,半導體業
3228,金麗科,tpex,半導體業
3229,晟鈦,twse,電子零組件業
3230,錦明,tpex,光電業
3231,緯創,twse,電腦及週邊設備業
3232,昱捷,tpex,電子通路業
3234,光環,tpex,通信網路業
3236,千如,tpex,電子零組件業
3252,海灣,tpex,觀光餐旅
3257,虹冠電,twse,電子工業
3259,鑫創,tpex,半導體業
3260,威剛,tpex,半導體業
3264,欣銓,tpex,半導體業
3265,台星科,tpex,半導體業
3266,昇陽,twse,建材營造
3268,海德威,tpex,半導體業
3271,其樂達,twse,電子工業
3272,東碩,tpex,電腦及週邊設備業
3276,宇環,tpex,電子零組件業
3284,太普高,tpex,其他
3285,微端,tpex,其他電子類
3287,廣寰科,tpex,電腦及週邊設備業
3288,點晶,tpex,電子零組件業
3289,宜特,tpex,其他電子類
3290,東浦,tpex,電子零組件業
3293,鈊象,tpex,文化創意業
3294,英濟,tpex,電子零組件業
3296,勝德,twse,電子零組件業
3297,杭特,tpex,光電業
3303,岱稜,tpex,其他電子類
3305,昇貿,twse,其他電子業
3306,鼎天,tpex,通信網路業
3308,聯德,twse,電子零組件業
3310,佳穎,tpex,電子零組件業
3311,閎暉,twse,電子工業
3312,弘憶股,twse,電子通路業
3313,斐成,tpex,建材營造
3315,宣昶,twse,電子通路業
3317,尼克森,tpex,半導體業
3321,同泰,twse,電子零組件業
3322,建舜電,tpex,電子零組件業
3323,加百裕,tpex,電腦及週邊設備業
3324,雙鴻,tpex,其他電子類
3325,旭品,tpex,電腦及週邊設備業
3332,幸康,tpex,電子零組件業
3338,泰碩,twse,電子零組件業
3339,泰谷,tpex,光電業
3346,麗清,twse,汽車工業
3349,寶德,tpex,電腦及週邊設備業
3354,律勝,tpex,電子零組件業
3356,奇偶,twse,電子工業
3357,臺慶科,tpex,電子零組件業
3360,尚立,tpex,電子通路業
3362,先進光,tpex,光電業
3363,上詮,tpex,通信網路業
3367,英華達,twse,其他電子業
3372,典範,tpex,半導體業
3373,熱映,tpex,其他電子類
3374,精材,tpex,半導體業
3376,新日興,twse,電子零組件業
3379,彬台,tpex,電機機械
3380,明泰,twse,電子工業
3383,新世紀,twse,光電業
3388,崇越電,tpex,電子零組件業
3390,旭軟,tpex,電子零組件業
3402,漢科,tpex,其他電子類
3406,玉晶光,twse,電子工業
3413,京鼎,twse,半導體業
3416,融程電,twse,電腦及週邊設備業
3419,譁裕,twse,電子工業
3426,台興,tpex,電機機械
3430,奇鈦科,tpex,化學工業
3432,台端,twse,電子零組件業
3434,哲固,tpex,光電業
3437,榮創,twse,電子工業
3438,類比科,tpex,半導體業
3441,聯一光,tpex,光電業
3443,創意,twse,半導體業
3444,利機,tpex,電子通路業
3447,展達,twse,電子工業
3450,聯鈞,twse,電子工業
3454,晶睿,twse,光電業
3455,由田,tpex,光電業
3465,進泰電子,tpex,其他電子類
3466,德晉,tpex,通信網路業
3467,台灣精材,tpex,半導體業
3474,華亞科,twse,電子工業
3479,安勤,tpex,電腦及週邊設備業
3481,群創,twse,電子工業
3483,力致,tpex,電腦及週邊設備業
3484,崧騰,tpex,電子零組件業
3485,敘豐,tpex,電子零組件業
3489,森寶,tpex,建材營造
3490,單井,tpex,光電業
3491,昇達科,tpex,通信網路業
3492,長盛,tpex,電子零組件業
3494,誠研,twse,電腦及週邊設備業
3498,陽程,tpex,其他電子類
3499,環天科,tpex,通信網路業
3501,維熹,twse,電子零組件業
3504,揚明光,twse,光電業
3508,位速,tpex,其他電子類
3511,矽瑪,tpex,電子零組件業
3512,皇龍,tpex,建材營造
3514,昱晶,twse,光電業
3515,華擎,twse,電腦及週邊設備業
3516,亞帝歐,tpex,光電業
3518,柏騰,twse,電子工業
3519,綠能,twse,半導體業
3520,華盈,tpex,電子零組件業
3521,台鋼建設,tpex,建材營造
3522,御嵿,tpex,觀光餐旅
3523,迎輝,tpex,光電業
3526,凡甲,tpex,電子零組件業
3527,聚積,tpex,半導體業
3528,安馳,twse,電子通路業
3529,力旺,tpex,半導體業
3530,晶相光,twse,電子工業
3531,先益,tpex,光電業
3532,台勝科,twse,電子工業
3533,嘉澤,twse,電子零組件業
3534,雷凌,twse,電子工業
3535,晶彩科,twse,電子工業
3536,誠創,twse,半導體業
3537,堡達,tpex,電子零組件業
3540,曜越,tpex,電腦及週邊設備業
3541,西柏,tpex,其他電子類
3543,州巧,twse,電子工業
3545,敦泰,twse,電子工業
3546,宇峻,tpex,文化創意業
3548,兆利,tpex,電子零組件業
3550,聯穎,twse,電子零組件業
3551,世禾,tpex,綠能環保類
3552,同致,tpex,其他電子類
3555,博士旺,tpex,半導體業
3556,禾瑞亞,tpex,半導體業
3557,嘉威,twse,居家生活
3558,神準,tpex,通信網路業
3559,全智科,twse,半導體業
3561,昇陽光電,twse,光電業
3563,牧德,twse,電子工業
3564,其陽,tpex,通信網路業
3567,逸昌,tpex,半導體業
3570,大塚,tpex,資訊服務業
3573,穎台,twse,光電業
3576,聯合再生,twse,電子工業
3577,泓格,tpex,電腦及週邊設備業
3579,尚志,twse,半導體業
3580,友威科,tpex,其他電子類
3581,博磊,tpex,半導體業
3583,辛耘,twse,半導體業
3584,介面,twse,光電業
3587,閎康,tpex,其他電子類
3588,通嘉,twse,電子工業
3591,艾笛森,twse,電子工業
3592,瑞鼎,twse,電子工業
3593,力銘,twse,電子零組件業
3594,磐儀,tpex,電腦及週邊設備業
3596,智易,twse,電子工業
3597,映興,tpex,電子零組件業
3598,奕力,twse,半導體業
3599,旺能,twse,光電業
3605,宏致,twse,電子零組件業
3607,谷崧,twse,電子零組件業
3609,三一東林,tpex,電子零組件業
3611,鼎翰,tpex,電腦及週邊設備業
3614,誠致,twse,半導體業
3615,安可,tpex,光電業
3617,碩天,twse,電子工業
3622,洋華,twse,光電業
3623,富晶通,tpex,光電業
3624,光頡,tpex,電子零組件業
3625,西勝,tpex,電腦及週邊設備業
3628,盈正,tpex,其他電子類
3629,地心引力,tpex,文化創意業
3630,新鉅科,tpex,光電業
3631,晟楠,tpex,電子零組件業
3632,研勤,tpex,通信網路業
3638,F-IML,twse,電子工業
3642,駿熠電,tpex,其他電子類
3645,達邁,twse,電子零組件業
3646,艾恩特,tpex,電子零組件業
3652,精聯,twse,電腦及週邊設備業
3653,健策,twse,電子零組件業
3661,世芯-KY,twse,電子工業
3663,鑫科,tpex,其他電子類
3664,安瑞-KY,tpex,通信網路業
3665,貿聯-KY,twse,電子工業
3666,光耀,tpex,光電業
3669,圓展,twse,電子工業
3672,康聯訊,tpex,通信網路業
3673,TPK-KY,twse,電子工業
3675,德微,tpex,半導體業
3679,新至陞,twse,電子零組件業
3680,家登,tpex,半導體業
3682,亞太電,twse,通信網路業
3684,榮昌,tpex,通信網路業
3685,元創精密,tpex,電機機械
3686,達能,twse,電子工業
3687,歐買尬,tpex,數位雲端類
3689,湧德,tpex,電子零組件業
3691,碩禾,tpex,光電業
3693,營邦,tpex,電腦及週邊設備業
3694,海華,twse,電子工業
3697,F-晨星,twse,半導體業
3698,隆達,twse,光電業
3701,大眾控,twse,電腦及週邊設備業
3702,大聯大,twse,電子通路業
3703,欣陸,twse,建材營造
3704,合勤控,twse,電子工業
3705,永信,twse,生技醫療業
3706,神達,twse,電腦及週邊設備業
3707,漢磊,tpex,半導體業
3708,上緯投控,twse,綠能環保
3709,鑫聯大投控,tpex,電腦及週邊設備業
3710,連展投控,tpex,電子零組件業
3711,日月光投控,twse,半導體業
3712,永崴投控,twse,電腦及週邊設備業
3713,新晶投控,tpex,綠能環保類
3714,富采,twse,電子工業
3715,定穎投控,twse,電子零組件業
3716,中化控股,twse,生技醫療業
3717,聯嘉投控,twse,汽車工業
4102,永日,tpex,生技醫療業
4104,佳醫,twse,生技醫療業
4105,東洋,tpex,生技醫療業
4106,雃博,twse,生技醫療業
4107,邦特,tpex,生技醫療業
4108,懷特,twse,生技醫療業
4109,加捷生醫,tpex,生技醫療業
4111,濟生,tpex,生技醫療業
4113,聯上,tpex,建材營造
4114,健喬,tpex,生技醫療業
4116,明基醫,tpex,生技醫療業
4119,旭富,twse,化學生技醫療
4120,友華,tpex,生技醫療業
4121,優盛,tpex,生技醫療業
4123,晟德,tpex,生技醫療業
4126,太醫,tpex,生技醫療業
4127,天良,tpex,生技醫療業
4128,中天,tpex,生技醫療業
4129,聯合,tpex,生技醫療業
4130,健亞,tpex,生技醫療業
4131,浩泰,tpex,生技醫療業
4133,亞諾法,twse,生技醫療業
4137,麗豐-KY,twse,生技醫療業
4138,曜亞,tpex,生技醫療業
4139,馬光-KY,tpex,生技醫療業
4141,龍燈-KY,twse,化學生技醫療
4142,國光生,twse,生技醫療業
4144,康聯-KY,twse,化學生技醫療
4147,中裕,tpex,生技醫療業
4148,全宇生技-KY,twse,生技醫療業
4152,台微體,tpex,生技醫療業
4153,鈺緯,tpex,生技醫療業
4154,樂威科-KY,tpex,其他
4155,訊映,twse,生技醫療業
4157,太景*-KY,tpex,生技醫療業
4160,訊聯基因,tpex,生技醫療業
4161,聿新科,tpex,生技醫療業
4162,智擎,tpex,生技醫療業
4163,鐿鈦,tpex,生技醫療業
4164,承業醫,twse,生技醫療業
4166,友霖,tpex,生技醫療業
4167,松瑞藥,tpex,生技醫療業
4168,醣聯,tpex,生技醫療業
4169,泰宗,twse,生技醫療業
